"";"1";"2";"3";"4";"5";"class"
"22";1,66739504656529e-46;1,23808039538352e-30;7,71980744354307e-05;3,21208878432366e-65;0,999922801925564;5
"23";0,999998890909532;1,37243190953252e-13;4,66240600305372e-13;1,10908986453706e-06;1,24801615233110e-52;1
"24";7,26271549611087e-22;1,90609118996241e-07;0,999996393165473;4,45349809615898e-35;3,41622540784162e-06;3
"25";2,96790276389984e-43;5,60124812984195e-27;0,000404362981091008;3,68202394288362e-61;0,999595637018909;5
"26";1,73982287704242e-45;2,73104315524368e-28;0,00279984942644774;1,38495307018734e-61;0,997200150573552;5
"27";1,14315077351401e-43;8,42359947771628e-29;0,000239466088210063;6,94711105742038e-63;0,99976053391179;5
"28";0,0105597080977412;2,88309217941112e-24;6,09988339588448e-23;0,989440291902259;3,03522983453696e-79;4
"29";2,1387169641402e-45;2,3531831987668e-29;0,000120035652782240;7,23002866650772e-64;0,999879964347218;5
"30";7,84852885596668e-06;6,50197767652575e-27;6,59953155724193e-26;0,999992151471144;5,30789643619553e-85;4
"31";0,000109722319553914;0,99983896839703;5,13092834056698e-05;9,66681885493513e-15;6,24793202356017e-25;2
"32";3,92994266981701e-17;2,46289108986868e-07;0,999999188619729;1,35210268722011e-33;5,65091162152823e-07;3
"33";9,60561931934473e-09;0,997786930350291;0,00221306004408939;5,97622616487502e-19;2,03054757132654e-19;2
"34";2,05187692095510e-23;8,95082066570513e-09;0,999727897653319;3,43563819054432e-38;0,000272093395860568;3
"35";4,04750349511147e-40;5,87744494648415e-27;0,00325061189861374;9,23316442170849e-60;0,996749388101386;5
"36";5,54681866936147e-21;4,24829537686278e-07;0,999999493325337;4,26792707435022e-33;8,18451253010851e-08;3
"37";5,0865772198316e-49;7,02827729252115e-32;0,000389171966893734;8,8762378106473e-66;0,999610828033106;5
"38";6,21827529153694e-06;0,9922830625041;0,00771071922060929;4,17194356133802e-18;2,60000150158878e-19;2
"39";2,8795948847406e-08;7,56707173870836e-35;2,08647286855822e-30;0,999999971204051;1,53964492175326e-96;4
"40";1,45859905540260e-22;5,98067637662073e-08;0,999991489976603;5,96936717251461e-36;8,4502166329503e-06;3
"41";5,14296822012977e-07;3,39040190650763e-35;2,98011017291823e-30;0,999999485703178;1,76525889127083e-96;4
"42";8,53824493279211e-07;1,03067712349866e-30;2,85673028966310e-28;0,999999146175507;1,00049766057449e-90;4
"43";3,15485633957844e-45;2,02922836652407e-32;0,000596527016063033;1,68607551928693e-65;0,999403472983937;5
"44";1,56000318677839e-42;1,89406887329353e-26;0,000511702854640705;1,53060780442474e-60;0,99948829714536;5
"45";9,69367956968253e-06;0,999941942472362;4,83638480248739e-05;4,3544642327025e-14;9,12697217541076e-26;2
"46";1,43200910010444e-07;2,57750174338543e-30;9,06063603774108e-28;0,99999985679909;5,71820445445521e-90;4
"47";4,8853230428739e-08;0,999620279953597;0,000379671193172985;1,63516328704368e-17;1,28530653488199e-21;2
"48";1,53348275106446e-40;1,48601903694108e-25;0,00113906665877326;3,31368704524731e-59;0,998860933341227;5
"49";2,71715238670236e-47;1,10255728759000e-30;0,000104342621056334;3,18127069431355e-65;0,999895657378944;5
"50";5,53060194125215e-05;7,70010717622776e-26;3,26635047923190e-25;0,999944693980587;2,81185042846641e-83;4
