"";"1";"2";"3";"4";"5";"class"
"36";7,23042095799735e-20;0,000522948753370877;0,999472537792356;3,79725607704646e-39;4,51345427275888e-06;3
"37";2,16690467850868e-47;1,05793536610265e-20;3,41446815997718e-06;1,92458269462488e-78;0,99999658553184;5
"38";5,42982838604916e-06;0,999795242486524;0,000199327685089621;9,23790440214284e-22;2,02462209386443e-16;2
"39";4,26177235222465e-08;5,60012165191124e-23;3,33443056798317e-48;0,999999957382276;4,86961696935213e-81;4
"40";7,58761811231545e-22;3,13057122528691e-05;0,999906679978792;7,64750951409009e-43;6,20143089554947e-05;3
"41";8,60983949060582e-07;5,8650135756613e-23;3,77702568093428e-48;0,99999913901605;7,7669934056129e-81;4
"42";8,79571330894645e-07;1,50899474455762e-20;1,40765179451346e-44;0,99999912042867;2,45999374984158e-76;4
"43";8,0665745914016e-44;6,78549360639604e-21;1,85311548785410e-06;2,38261623657550e-78;0,999998146884512;5
"44";6,23372798907495e-41;1,65402542714325e-17;9,36758562350531e-05;1,28892524698067e-71;0,999906324143765;5
"45";1,69559268205509e-05;0,999982590294213;4,53778966634094e-07;1,85004910859365e-16;1,26755655259884e-21;2
"46";1,91349212323569e-07;4,30463654878787e-20;6,46538591387791e-44;0,999999808650788;1,43503892237884e-75;4
"47";1,42264655456469e-07;0,999965297114363;3,45606209821726e-05;2,6788752602084e-20;4,50413468388413e-18;2
"48";4,66865082804984e-39;7,41045190172677e-17;0,000173687247836347;3,74257766743097e-70;0,999826312752163;5
"49";1,53035769776406e-45;3,34974225966581e-20;5,26020263322252e-06;2,88866388040041e-77;0,999994739797367;5
"50";5,34651796048998e-05;2,68595110029914e-17;9,94267992344512e-40;0,999946534820395;4,83429074237286e-70;4
